idx,needle_pixel_ratio,loss_bce,loss_dice,loss_focal,loss_combined,dice,iou,dice_testpy,iou_testpy
90,0.0074005126953125,0.6901957988739014,0.977092444896698,0.13799095153808594,1.7362837195396423,0.9031600408734353,0.8234200746776579,0.772104608004851,0.62880324618904
91,0.0166015625,0.6915377378463745,0.955773115158081,0.13981875777244568,1.7172202318906784,0.7000903343721363,0.5385684506333783,0.5700879767917372,0.39868744922174937
92,0.0162811279296875,0.6880484819412231,0.9527339935302734,0.13784226775169373,1.7097036093473434,0.8481818182508265,0.7363851620075886,0.629422719038223,0.45923913092460217
93,0.01898193359375,0.689814567565918,0.949829638004303,0.13871780037879944,1.7090031057596207,0.7219078416645482,0.5648323848419782,0.5906183371052142,0.41906202767090617
94,0.0132293701171875,0.689276933670044,0.9593097567558289,0.13863518834114075,1.7179042845964432,0.8448098664723485,0.7313167262176896,0.503778337948129,0.3367003374447808
95,0.0040740966796875,0.6919562816619873,0.9886096119880676,0.13832604885101318,1.7497289180755615,0.8670309656338234,0.7652733126518543,0.6516290735548144,0.48327137738560827
96,0.0099029541015625,0.6908810138702393,0.9710037708282471,0.13851167261600494,1.7311406210064888,0.6810344829304771,0.5163398696761928,0.5140291812412692,0.34592145113909145
97,0.010406494140625,0.6890397071838379,0.9677802920341492,0.1378033459186554,1.7257216721773148,0.8964539007826569,0.8123393318607464,0.792682927009858,0.6565656570612328
98,0.01025390625,0.6904921531677246,0.9689030647277832,0.1385730504989624,1.728681743144989,0.7382319174866637,0.5850773434166721,0.7025023172358643,0.5414285720836735
99,0.0049285888671875,0.6914254426956177,0.9849636554718018,0.13832667469978333,1.745552435517311,0.8922155690236294,0.8054054059313367,0.7551401873735697,0.6066066077879682
100,0.002960205078125,0.6922171115875244,0.9912562370300293,0.13845284283161163,1.7526997700333595,0.8790123459777472,0.7841409701139165,0.699029127187608,0.5373134351377441
101,0.0035247802734375,0.6919729709625244,0.9893946647644043,0.13841019570827484,1.7505727335810661,0.8559670784856644,0.7482014397546711,0.736000000704,0.5822784827751962
102,0.007904052734375,0.6909943222999573,0.9763913750648499,0.1384519636631012,1.7366116791963577,0.79108175079184,0.6543715851716235,0.7519818802355811,0.6025408355670765
103,0.0115203857421875,0.6904121041297913,0.9666877388954163,0.1386486291885376,1.7264241576194763,0.7883495147000974,0.6506410260142724,0.5970695974385809,0.4255874681128101
104,0.0093841552734375,0.6934210062026978,0.9756633043289185,0.13970206677913666,1.7389353439211845,0.5591397852250855,0.3880597020297983,0.4413145546463444,0.2831325312001016
105,0.0189666748046875,0.6875899434089661,0.946015477180481,0.1377774178981781,1.702494129538536,0.8272251309546652,0.7053571430450528,0.4000000003821656,0.25000000059713373
106,0.01678466796875,0.6890813708305359,0.9498072862625122,0.13883808255195618,1.7083076983690262,0.7676840216274025,0.622960373180093,0.7663744199245104,0.6212374585106709
107,0.0092010498046875,0.6913068294525146,0.9712226390838623,0.1391235888004303,1.732091262936592,0.7032448379331889,0.5423111924091799,0.7530516434243646,0.603915663247115
108,0.0093841552734375,0.6907719373703003,0.972540557384491,0.13846920430660248,1.7325470969080925,0.7972125436953222,0.6628041718855108,0.6714876036451575,0.5054432356058426
109,0.0034027099609375,0.6922345757484436,0.9892310500144958,0.1386750340461731,1.750803142786026,0.8083491464737208,0.6783439500689683,0.783042394556004,0.6434426244121204
110,0.0109405517578125,0.690626859664917,0.9661625623703003,0.13908031582832336,1.726329579949379,0.787535410885249,0.6495327106079133,0.7675840980370151,0.622828784587061
111,0.0106201171875,0.6898372173309326,0.9675130844116211,0.1383451521396637,1.7265228778123856,0.8089591569110941,0.6792035401778722,0.7798319329581244,0.6391184577973575
112,0.010711669921875,0.6908136606216431,0.9702310562133789,0.13842040300369263,1.7302549183368683,0.7378048782086556,0.5845410632033419,0.5496489472922277,0.37897648771925796
113,0.0084075927734375,0.6897982358932495,0.9738073945045471,0.13794554769992828,1.7325784042477608,0.898245614124346,0.8152866244979512,0.794871795090949,0.6595744686886977
114,0.0132293701171875,0.6922686100006104,0.9675195813179016,0.13923275470733643,1.7294045686721802,0.5364238413666067,0.3665158376773612,0.434563758863621,0.2775991433251885
115,0.0124053955078125,0.689560055732727,0.9638570547103882,0.13821837306022644,1.7225262969732285,0.8359603036567658,0.7181544636728642,0.7228017885821149,0.5659276551156037
116,0.011383056640625,0.6900467872619629,0.9678547978401184,0.1380751132965088,1.7269391417503357,0.8172558419309431,0.6909827764022465,0.6678260872453685,0.5013054836797578
117,0.011566162109375,0.6903960704803467,0.9678303003311157,0.138323575258255,1.72738815844059,0.8354740062168354,0.7174369750867259,0.1280788188077847,0.06842105385734072
118,0.0151214599609375,0.6875696182250977,0.9547864198684692,0.13747766613960266,1.7110948711633682,0.8848368522625544,0.7934595526734427,0.7790487659367558,0.6380670615009201
119,0.0099639892578125,0.6921066045761108,0.9738911390304565,0.13904383778572083,1.7355196624994278,0.7242136066392,0.5676605509545177,0.5188199394518617,0.35027472616720506
120,0.00238037109375,0.6927745342254639,0.9941721558570862,0.13852427899837494,1.7562088295817375,0.7184466028529236,0.5606060628252219,0.31016043149646827,0.18354430896490945
121,0.0130157470703125,0.6901073455810547,0.962805449962616,0.1385963261127472,1.7222109586000443,0.8288770054391033,0.707762557344509,0.6073619634912868,0.43612334863863067
122,0.010009765625,0.6913339495658875,0.9722743034362793,0.1387915015220642,1.7330040037631989,0.7170953103501547,0.558962264671035,0.6250000003662108,0.4545454553202479
123,0.014251708984375,0.6889677047729492,0.9577825665473938,0.13823288679122925,1.7158667147159576,0.8338983051651825,0.7151162793063818,0.7043363996686358,0.5436105481302125
124,0.0176544189453125,0.6894813179969788,0.9495013952255249,0.1389920711517334,1.7084787487983704,0.777861445866769,0.636475662577649,0.6209150328862119,0.4502369672588965
125,0.0117950439453125,0.6913491487503052,0.9658265113830566,0.13941839337348938,1.7268848568201065,0.7580824973477801,0.6104129267411015,0.6635873751627502,0.496543779381862
126,0.0132293701171875,0.6894194483757019,0.958764910697937,0.13887962698936462,1.7176241725683212,0.825527534829888,0.7028922000851076,0.7854406131638311,0.6466876975323999
127,0.0072479248046875,0.6942718029022217,0.9809539914131165,0.14036047458648682,1.7454060316085815,0.5724444448244937,0.40099626475592,0.4561855677111011,0.2954924886552713
128,0.008544921875,0.6904647350311279,0.9741172194480896,0.13832232356071472,1.733743116259575,0.8182572615616122,0.692415730769079,0.765822785057149,0.6205128211615165
129,0.0063934326171875,0.6912462711334229,0.980348527431488,0.13853612542152405,1.740862861275673,0.844444444617284,0.7307692312869822,0.7694406551576526,0.6252771626933987
130,0.0063934326171875,0.6914584040641785,0.9819681644439697,0.1383613497018814,1.742607243359089,0.8057553959163605,0.6746987958339382,0.6240000006016,0.4534883733639805
131,0.005889892578125,0.6918896436691284,0.984125018119812,0.13845740258693695,1.745243363082409,0.7604871451143611,0.6135371187477355,0.555555556352051,0.3846153861423936
132,0.009368896484375,0.6901596784591675,0.9717008471488953,0.13824453949928284,1.7309827953577042,0.8144171780564285,0.6869340236909004,0.7618110238564852,0.6152623217563397
133,0.0037078857421875,0.6916579604148865,0.9882348775863647,0.13832607865333557,1.749055877327919,0.8880308882470446,0.798611111810378,0.8000000004819277,0.6666666680053548
134,0.0100860595703125,0.6934435367584229,0.9716466069221497,0.1405651569366455,1.7353727221488953,0.668390433310672,0.5019417480563672,0.5953002614488248,0.4237918222753509
135,0.009368896484375,0.6904244422912598,0.9713799953460693,0.13846999406814575,1.731039434671402,0.7735191639208926,0.630681818601498,0.7679245285208258,0.6232771828127455
136,0.006134033203125,0.692950963973999,0.9845510721206665,0.1389981061220169,1.747001089155674,0.6413867826203827,0.47208931503654017,0.4367417687404822,0.2793791590257668
137,0.0160980224609375,0.6887557506561279,0.9531397223472595,0.13834445178508759,1.7110676988959312,0.8079120879965223,0.6777286138069848,0.7225071226652381,0.5655664589067203
138,0.0065460205078125,0.6924181580543518,0.9801501631736755,0.139335036277771,1.7422358393669128,0.6952636285118287,0.532876712968662,0.6560232225601985,0.48812095142954437
139,0.0107421875,0.6938584446907043,0.9723308682441711,0.14054518938064575,1.7364619076251984,0.6321601106748377,0.46215943545695315,0.4528650652006792,0.2927120677506427
140,0.0191497802734375,0.6889785528182983,0.9483730792999268,0.13830295205116272,1.7065031081438065,0.7989397956081258,0.6651954604885275,0.5831509849107489,0.4115830120373876
141,0.010284423828125,0.6892355680465698,0.9677152633666992,0.13802891969680786,1.725965291261673,0.8843441467670352,0.7926675097437832,0.807856533041967,0.6776504302612458
142,0.006622314453125,0.6915839314460754,0.9801767468452454,0.1387423872947693,1.7411318719387054,0.795284030230135,0.6601423493591773,0.708446866882225,0.5485232077035376
